"pointcall_out_date2","pointcall_in_date","record_id","ship_id","ship_name","captain_name","port_depart","outdate_fixed","port_destination","pointcall_province","substate_destination","state_destination","destination_admiralty","departure_admiralty","destination_province","departure_province","pointcall_action","homeport_state_1789_fr","homeport_toponyme_fr","homeport_province","ship_flag_standardized_fr","commodity_standardized_fr","commodity_standardized2_fr","commodity_standardized3_fr","commodity_standardized4_fr","tonnage","tonnage_unit","tonnage_class"
"1789=05=02","1789>05>02","00339129",,Volante,"Petit, Jacques",Saint-Gilles-sur-Vie,1789-05-02,Bayonne,Guyenne,,France,Bayonne,Sables-d’Olonne,Guyenne,Poitou,Out,France,Saint-Gilles-sur-Vie,Poitou,français,Sel,,,,"49",tx,[21-50]
"1789=05=07","1789>05>07","00339130",,Furet,"Gabarit, Aubin",Saint-Gilles-sur-Vie,1789-05-07,Bayonne,Guyenne,,France,Bayonne,Sables-d’Olonne,Guyenne,Poitou,Out,France,Saint-Gilles-sur-Vie,Poitou,français,Sel,,,,"40",tx,[21-50]
"1789=05=09","1789>05>09","00340319",,Saint Joseph,"Couedel, Joseph",Rochefort,1789-05-09,Bayonne,Guyenne,,France,Bayonne,La Rochelle,Guyenne,Aunis,Out,France,Rhuys,Bretagne,français,Vide,,,,"140",tx,[101-200]
"1789=05=09","1789>05>09","00339131",,Beauséjour,"Lauret, Jean Marie",Saint-Gilles-sur-Vie,1789-05-09,Bayonne,Guyenne,,France,Bayonne,Sables-d’Olonne,Guyenne,Poitou,Out,France,Saint-Gilles-sur-Vie,Poitou,français,Sel,,,,"50",tx,[21-50]
"1789=05=11","1789>05>11","00340320",,Agreable Louise,"Le Cerf, Joseph",Rochefort,1789-05-11,Bayonne,Guyenne,,France,Bayonne,La Rochelle,Guyenne,Aunis,Out,France,Rhuys,Bretagne,français,Vide,,,,"130",tx,[101-200]
"1789=05=11","1789>05>11","00339107","0006800N",Marie Anne,"Le Coat, Tanguy",Les Sables-d'Olonne,1789-05-11,Bayonne,Guyenne,,France,Bayonne,Sables-d’Olonne,Guyenne,Poitou,Out,France,Camaret,Bretagne,français,Sel,,,,"28",tx,[21-50]
"1789=05=12","1789>05>12","00339069",,Notre Dame de mon Secours,"Bastera, Jean Baptiste",Marennes,1789-05-12,Bayonne,Guyenne,,France,Bayonne,Marennes,Guyenne,Saintonge,Out,Espagne,Espagne atlantique,,"Espagne, undeterminé",Sel,,,,"51",tx,[51-100]
"1789=05=15","1789>05>15","00340321",,Providence,"Fardel, Joesph",Rochefort,1789-05-15,Bayonne,Guyenne,,France,Bayonne,La Rochelle,Guyenne,Aunis,Out,France,Rhuys,Bretagne,français,Vide,,,,"135",tx,[101-200]
"1789=05=22","1789>05>22","00339132",,Notre Dame,"Larriasoqua, Antonio",Saint-Gilles-sur-Vie,1789-05-22,Bayonne,Guyenne,,France,Bayonne,Sables-d’Olonne,Guyenne,Poitou,Out,,,,"Espagne, undeterminé",Sel,,,,"27",tx,[21-50]
"1789=05=26","1789>05>26","00339108",,Amitié,"Mourailleau, François",Les Sables-d'Olonne,1789-05-26,Bayonne,Guyenne,,France,Bayonne,Sables-d’Olonne,Guyenne,Poitou,Out,France,Les Sables-d'Olonne,Poitou,français,Sel,,,,"75",tx,[51-100]
"1789=05=27","1789>05>27","00339099",,Jeune Marianne,"Prechais, Jean",Noirmoutier,1789-05-27,Bayonne,Guyenne,,France,Bayonne,Sables-d’Olonne,Guyenne,Poitou,Out,France,Noirmoutier,Poitou,français,Sel,,,,"40",tx,[21-50]
"1789=05=27","1789>05>27","00339070",,Suzanne,"Etienne, Jaques",Marennes,1789-05-27,Bayonne,Guyenne,,France,Bayonne,Marennes,Guyenne,Saintonge,Out,France,Tonnay-Charente,Aunis,français,Sel,,,,"73",tx,[51-100]
"1789=05=29","1789>05>29","00339109",,Heureux hazard,"Vacivier, Pierre",Les Sables-d'Olonne,1789-05-29,Bayonne,Guyenne,,France,Bayonne,Sables-d’Olonne,Guyenne,Poitou,Out,France,Les Sables-d'Olonne,Poitou,français,Sel,,,,"34",tx,[21-50]
"1789=05=30","1789>05>30","00339072",,Elizabeth,"Etienne, Jean",Marennes,1789-05-30,Bayonne,Guyenne,,France,Bayonne,Marennes,Guyenne,Saintonge,Out,France,Saint-Savinien,Saintonge,français,Sel,,,,"53",tx,[51-100]
"1789=05=30","1789>05>30","00339071",,Notre Dame de bon Secours,"Cherittõ, Francois",Marennes,1789-05-30,Bayonne,Guyenne,,France,Bayonne,Marennes,Guyenne,Saintonge,Out,France,Le Conquet,Bretagne,français,Sel,,,,"31",tx,[21-50]
"1789=06=03","1789>06>03","00339110",,Renard,"Augér, Luc",Les Sables-d'Olonne,1789-06-03,Bayonne,Guyenne,,France,Bayonne,Sables-d’Olonne,Guyenne,Poitou,Out,France,Saint-Gilles-sur-Vie,Poitou,français,Sel,,,,"40",tx,[21-50]
"1789=06=09","1789>06>09","00339100",,Onerime,"Duhamel, Jean",Noirmoutier,1789-06-09,Bayonne,Guyenne,,France,Bayonne,Sables-d’Olonne,Guyenne,Poitou,Out,France,Noirmoutier,Poitou,français,Sel,,,,"75",tx,[51-100]
"1789=06=12","1789>06>12","00339111","0006655N",Trois Maries,"Daniel, François",Les Sables-d'Olonne,1789-06-12,Bayonne,Guyenne,,France,Bayonne,Sables-d’Olonne,Guyenne,Poitou,Out,France,Saint-Gilles-sur-Vie,Poitou,français,Sel,,,,"50",tx,[21-50]
"1789=06=18","1789>06>19","00340447","0007600N",Ville de Cadix,"Lauret, Henry",Saint-Gilles-sur-Vie,1789-06-18,Bayonne,Guyenne,,France,Bayonne,Sables-d’Olonne,Guyenne,Poitou,Out,France,Saint-Gilles-sur-Vie,Poitou,français,,,,,"65",tx,[51-100]
"1789=06=20","1789>06>20","00339073",,Sainte Anne,"Tanguy, Jean Vincent",Marennes,1789-06-20,Bayonne,Guyenne,,France,Bayonne,Marennes,Guyenne,Saintonge,Out,France,Carnac,Bretagne,français,Sel,,,,"57",tx,[51-100]
"1789=06=20","1789>06>20","00339133","0013105N",Saint Gilles,"Mornet, Gabriel",Saint-Gilles-sur-Vie,1789-06-20,Bayonne,Guyenne,,France,Bayonne,Sables-d’Olonne,Guyenne,Poitou,Out,France,Saint-Gilles-sur-Vie,Poitou,français,Sel,,,,"55",tx,[51-100]
"1789=06=25","1789>06>25","00339075",,Saint Claude,"Juhel, Jean Louis",Marennes,1789-06-25,Bayonne,Guyenne,,France,Bayonne,Marennes,Guyenne,Saintonge,Out,France,Binic,Bretagne,français,Sel,,,,"50",tx,[21-50]
"1789=06=25","1789>06>25","00339074",,Saint Pierre,"Cantin, Eloy",Marennes,1789-06-25,Bayonne,Guyenne,,France,Bayonne,Marennes,Guyenne,Saintonge,Out,France,Nantes,Bretagne,français,Sel,,,,"150",tx,[101-200]
"1789=06=26","1789>06>26","00339076",,Fortune,"Roche, Mathurin",Marennes,1789-06-26,Bayonne,Guyenne,,France,Bayonne,Marennes,Guyenne,Saintonge,Out,France,Bordeaux,Guyenne,français,Sel,,,,"70",tx,[51-100]
"1789=06=27","1789>06>27","00340322",,Saint Joseph,"Couédel, Joseph",Rochefort,1789-06-27,Bayonne,Guyenne,,France,Bayonne,La Rochelle,Guyenne,Aunis,Out,France,Rhuys,Bretagne,français,Vide,,,,"140",tx,[101-200]
"1789=06=27","1789>06>27","00339396","0007105N",Marie Joseph,"Rousseau, Joseph",Noirmoutier,1789-06-27,Bayonne,Guyenne,,France,Bayonne,Sables-d’Olonne,Guyenne,Poitou,Out,France,Noirmoutier,Poitou,français,Sel,Soude,Soude,Soude,"28",tx,[21-50]
"1789=07=03","1789>07>03","00339134",,Notre Dame la Conception,"De Ceullaganad, Joseph Antoine",Saint-Gilles-sur-Vie,1789-07-03,Bayonne,Guyenne,,France,Bayonne,Sables-d’Olonne,Guyenne,Poitou,Out,Espagne,Plencia,,"Espagne, undeterminé",Sel,,,,"48",tx,[21-50]
"1789=07=04","1789>07>04","00339077",,Louis David,"Belleron, Michel",Marennes,1789-07-04,Bayonne,Guyenne,,France,Bayonne,Marennes,Guyenne,Saintonge,Out,France,île de Ré,Aunis,français,Sel,,,,"75",tx,[51-100]
"1789=07=04","1789>07>04","00339078",,Jean Bar,"Piron, Augustin",Marennes,1789-07-04,Bayonne,Guyenne,,France,Bayonne,Marennes,Guyenne,Saintonge,Out,France,Le Faou,Bretagne,français,Sel,,,,"61",tx,[51-100]
"1789=07=06","1789>07>06","00339079",,Trois Sœurs,"Loget, René",Marennes,1789-07-06,Bayonne,Guyenne,,France,Bayonne,Marennes,Guyenne,Saintonge,Out,France,Rhuys,Bretagne,français,Sel,,,,"85",tx,[51-100]
"1789=07=07","1789>07>07","00339080",,Marie Francoise,"Le Ticos, Francois",Marennes,1789-07-07,Bayonne,Guyenne,,France,Bayonne,Marennes,Guyenne,Saintonge,Out,France,Le Conquet,Bretagne,français,Sel,,,,"59",tx,[51-100]
"1789=07=07","1789>07>07","00339112",,Jeune Aimé,"Rouillé, Aléxandre",Les Sables-d'Olonne,1789-07-07,Bayonne,Guyenne,,France,Bayonne,Sables-d’Olonne,Guyenne,Poitou,Out,France,Les Sables-d'Olonne,Poitou,français,Sel,,,,"70",tx,[51-100]
"1789=07=07","1789>07>07","00339113",,Sardine fraiche,"Maléscot, Jean Samuél",Les Sables-d'Olonne,1789-07-07,Bayonne,Guyenne,,France,Bayonne,Sables-d’Olonne,Guyenne,Poitou,Out,France,Saint-Gilles-sur-Vie,Poitou,français,Sel,,,,"70",tx,[51-100]
"1789=07=09","1789>07>09","00339081",,Saint Pierre,"Le Douarin, Joseph",Marennes,1789-07-09,Bayonne,Guyenne,,France,Bayonne,Marennes,Guyenne,Saintonge,Out,France,Lorient,Bretagne,français,Sel,,,,"55",tx,[51-100]
"1789=07=09","1789>07>09","00339082",,Saint Pierre,"Le Douarin, Joseph",Marennes,1789-07-09,Bayonne,Guyenne,,France,Bayonne,Marennes,Guyenne,Saintonge,Out,France,Lorient,Bretagne,français,Sel,,,,"92",tx,[51-100]
"1789=07=29","1789>07>29","00339083",,Deux sœurs,"Morin, Pierre",Marennes,1789-07-29,Bayonne,Guyenne,,France,Bayonne,Marennes,Guyenne,Saintonge,Out,France,île d'Oléron,Saintonge,français,Sel,,,,"55",tx,[51-100]
"1789=07=29","1789>07>29","00339084","0009418N",Don de Dieu,"Joffreau, Pierre",Marennes,1789-07-29,Bayonne,Guyenne,,France,Bayonne,Marennes,Guyenne,Saintonge,Out,France,Bourcefranc ,Saintonge,français,Sel,,,,"54",tx,[51-100]
"1789=08=01","1789>08>01","00339085",,Marianne,"Le Métour, Grégoire",Marennes,1789-08-01,Bayonne,Guyenne,,France,Bayonne,Marennes,Guyenne,Saintonge,Out,France,île d'Arz,Bretagne,français,Sel,,,,"56",tx,[51-100]
"1789=08=03","1789>08>03","00339086",,Saint Louis,"Le Mechec, Jean",Marennes,1789-08-03,Bayonne,Guyenne,,France,Bayonne,Marennes,Guyenne,Saintonge,Out,France,Lorient,Bretagne,français,Sel,,,,"62",tx,[51-100]
"1789=08=06","1789>08>06","00339087",,Vigilent,"Le Sans, Jullien",Marennes,1789-08-06,Bayonne,Guyenne,,France,Bayonne,Marennes,Guyenne,Saintonge,Out,France,île d'Arz,Bretagne,français,Sel,,,,"64",tx,[51-100]
"1789=08=10","1789>08>10","00339114","0007600N",Ville de Cadix,"Lauret, Henry",Les Sables-d'Olonne,1789-08-10,Bayonne,Guyenne,,France,Bayonne,Sables-d’Olonne,Guyenne,Poitou,Out,France,Saint-Gilles-sur-Vie,Poitou,français,Sel,,,,"50",tx,[21-50]
"1789=08=18","1789>08>18","00339115",,Providence,"Grellet, Louis",Les Sables-d'Olonne,1789-08-18,Bayonne,Guyenne,,France,Bayonne,Sables-d’Olonne,Guyenne,Poitou,Out,France,Lorient,Bretagne,français,Sel,,,,"45",tx,[21-50]
"1789=08=20","1789>08>20","00339089",,Ange Gardien,"Goucher, Jean",Marennes,1789-08-20,Bayonne,Guyenne,,France,Bayonne,Marennes,Guyenne,Saintonge,Out,France,Quiberon,Bretagne,français,Sel,,,,"53",tx,[51-100]
"1789=08=20","1789>08>20","00339088",,Revanche,"Hostain, Francois",Marennes,1789-08-20,Bayonne,Guyenne,,France,Bayonne,Marennes,Guyenne,Saintonge,Out,France,Quiberon,Bretagne,français,Sel,,,,"68",tx,[51-100]
"1789=08=20","1789>08>20","00339135",,Vigilant,"Boutaud, Charles",Saint-Gilles-sur-Vie,1789-08-20,Bayonne,Guyenne,,France,Bayonne,Sables-d’Olonne,Guyenne,Poitou,Out,France,Saint-Gilles-sur-Vie,Poitou,français,Sel,,,,"40",tx,[21-50]
"1789=08=22","1789>08>22","00339136",,Volonte,"Petit, Jacques",Saint-Gilles-sur-Vie,1789-08-22,Bayonne,Guyenne,,France,Bayonne,Sables-d’Olonne,Guyenne,Poitou,Out,France,Saint-Gilles-sur-Vie,Poitou,français,Sel,,,,"45",tx,[21-50]
"1789=08=22","1789>08>22","00339090",,Aimable Marianne,"Tatibouet, Vincent",Marennes,1789-08-22,Bayonne,Guyenne,,France,Bayonne,Marennes,Guyenne,Saintonge,Out,France,Lorient,Bretagne,français,Sel,,,,"51",tx,[51-100]
"1789=09=05","1789>09>05","00339116",,Amitié,"Mourailleau, François",Les Sables-d'Olonne,1789-09-05,Bayonne,Guyenne,,France,Bayonne,Sables-d’Olonne,Guyenne,Poitou,Out,France,Les Sables-d'Olonne,Poitou,français,Sel,,,,"60",tx,[51-100]
"1789=09=09","1789>09>09","00339091",,Actif,"Orsonneau, Francois",Marennes,1789-09-09,Bayonne,Guyenne,,France,Bayonne,Marennes,Guyenne,Saintonge,Out,France,Bayonne,Guyenne,français,Sel,,,,"95",tx,[51-100]
"1789=09=14","1789>09>14","00339117",,Anonime,"Le Goflic, Jean François",Les Sables-d'Olonne,1789-09-14,Bayonne,Guyenne,,France,Bayonne,Sables-d’Olonne,Guyenne,Poitou,Out,France,Lannion,Bretagne,français,Sel,,,,"40",tx,[21-50]
"1789=09=21","1789>09>21","00339118",,Auguste Céléste,"Barbediénne, Alexis",Les Sables-d'Olonne,1789-09-21,Bayonne,Guyenne,,France,Bayonne,Sables-d’Olonne,Guyenne,Poitou,Out,France,Saint-Brieuc,Bretagne,français,Sel,,,,"50",tx,[21-50]
"1789=09=21","1789>09>21","00339092",,Suzanne,"Etienne, Jaques",Marennes,1789-09-21,Bayonne,Guyenne,,France,Bayonne,Marennes,Guyenne,Saintonge,Out,France,Saint-Savinien,Saintonge,français,Sel,,,,"79",tx,[51-100]
"1789=09=23","1789>09>23","00339093","0012529N",Espérance,"Héroute, Jean Baptiste",Marennes,1789-09-23,Bayonne,Guyenne,,France,Bayonne,Marennes,Guyenne,Saintonge,Out,France,Courseulles,Normandie,français,Sel,,,,"51",tx,[51-100]
"1789=09=23","1789>09>23","00339137",,Renard,"Anger, Luc",Saint-Gilles-sur-Vie,1789-09-23,Bayonne,Guyenne,,France,Bayonne,Sables-d’Olonne,Guyenne,Poitou,Out,France,Saint-Gilles-sur-Vie,Poitou,français,Sel,,,,"45",tx,[21-50]
"1789=09=24","1789>09>24","00339119","0006346N",Saint Corneille,"Roussel, Vincent",Les Sables-d'Olonne,1789-09-24,Bayonne,Guyenne,,France,Bayonne,Sables-d’Olonne,Guyenne,Poitou,Out,France,Île-aux-Moines,Bretagne,français,Sel,,,,"60",tx,[51-100]
"1789=09=25","1789>09>25","00339095",,Colombe,"Pigeon, Simon Marie",Marennes,1789-09-25,Bayonne,Guyenne,,France,Bayonne,Marennes,Guyenne,Saintonge,Out,France,Les Sables-d'Olonne,Poitou,français,Sel,,,,"141",tx,[101-200]
"1789=09=26","1789>09>26","00339094",,Marie Geneviève,"Breton, André",Marennes,1789-09-26,Bayonne,Guyenne,,France,Bayonne,Marennes,Guyenne,Saintonge,Out,France,île de Ré,Aunis,français,Sel,,,,"75",tx,[51-100]
"1789=09=28","1789>09>28","00339138",,Père de Famille,"Perron, Joseph",Saint-Gilles-sur-Vie,1789-09-28,Bayonne,Guyenne,,France,Bayonne,Sables-d’Olonne,Guyenne,Poitou,Out,France,Île-aux-Moines,Bretagne,français,Sel,,,,"48",tx,[21-50]
"1789=10=01","1789>10>01","00339120",,Trois Soeurs,"Saunier, Jean Piérre",Les Sables-d'Olonne,1789-10-01,Bayonne,Guyenne,,France,Bayonne,Sables-d’Olonne,Guyenne,Poitou,Out,France,Les Sables-d'Olonne,Poitou,français,Sel,,,,"100",tx,[51-100]
"1789=10=12","1789>10>12","00339121","0002931N",Fidéle Marianne,"Naudin, Leon",Les Sables-d'Olonne,1789-10-12,Bayonne,Guyenne,,France,Bayonne,Sables-d’Olonne,Guyenne,Poitou,Out,France,Bayonne,Guyenne,français,Sel,,,,"70",tx,[51-100]
"1789=10=16","1789>10>16","00339096",,Saint Louis,"Mechel, Jean",Marennes,1789-10-16,Bayonne,Guyenne,,France,Bayonne,Marennes,Guyenne,Saintonge,Out,France,Lorient,Bretagne,français,Sel,,,,"66",tx,[51-100]
"1789=10=17","1789>10>17","00339139",,Beausejour,"Lauret, Jean Marie",Saint-Gilles-sur-Vie,1789-10-17,Bayonne,Guyenne,,France,Bayonne,Sables-d’Olonne,Guyenne,Poitou,Out,France,Saint-Gilles-sur-Vie,Poitou,français,Sel,,,,"44",tx,[21-50]
"1789=10=30","1789>10>30","00339122","0001908N",Concorde,"Riou, Pierre",Les Sables-d'Olonne,1789-10-30,Bayonne,Guyenne,,France,Bayonne,Sables-d’Olonne,Guyenne,Poitou,Out,France,Tréguier,Bretagne,français,Sel,,,,"108",tx,[101-200]
"1789=11=11","1789>11>11","00339123",,Sainte Anne,"Roussél, Loüis Joséph",Les Sables-d'Olonne,1789-11-11,Bayonne,Guyenne,,France,Bayonne,Sables-d’Olonne,Guyenne,Poitou,Out,France,Saint-Brieuc,Bretagne,français,Sel,,,,"48",tx,[21-50]
"1789=11=18","1789>11>18","00339065",,Bien Venu,"Mora, Pierre",Ars-en-Ré,1789-11-18,Bayonne,Guyenne,,France,Bayonne,La Rochelle,Guyenne,Aunis,Out,France,Bayonne,Guyenne,français,Sel,,,,"127",tx,[101-200]
"1789=12=02","1789>12>02","00339140",,Providence,"Latrée, Vincent",Saint-Gilles-sur-Vie,1789-12-02,Bayonne,Guyenne,,France,Bayonne,Sables-d’Olonne,Guyenne,Poitou,Out,France,île d'Arz,Bretagne,français,Sel,,,,"40",tx,[21-50]
"1789=12=04","1789>12>04","00339097","0003475N",Saint Louis,"Mahé, Joseph",Marennes,1789-12-04,Bayonne,Guyenne,,France,Bayonne,Marennes,Guyenne,Saintonge,Out,France,Lorient,Bretagne,français,Sel,,,,"60",tx,[51-100]
"1789=12=09","1789>12>09","00339098",,Mercure,"Longlumare, Francois Thomas",Marennes,1789-12-09,Bayonne,Guyenne,,France,Bayonne,Marennes,Guyenne,Saintonge,Out,France,Le Havre,Normandie,français,Sel,,,,"95",tx,[51-100]
"1789=12=09","1789>12>09","00339124",,Amitié,"Mourailleau, François",Les Sables-d'Olonne,1789-12-09,Bayonne,Guyenne,,France,Bayonne,Sables-d’Olonne,Guyenne,Poitou,Out,France,Les Sables-d'Olonne,Poitou,français,Sel,,,,"64",tx,[51-100]
"1789=12=10","1789>12>10","00342048",,L' Espoir,"La Cave, David",La Rochelle,1789-12-10,Bayonne,Guyenne,,France,Bayonne,La Rochelle,Guyenne,Aunis,Out,France,Bayonne,Guyenne,français,,,,,"280",tx,[201-500]
"1789=12=12","1789>12>12","00339141",,Saint Vincent,"Calvé, Joseph",Saint-Gilles-sur-Vie,1789-12-12,Bayonne,Guyenne,,France,Bayonne,Sables-d’Olonne,Guyenne,Poitou,Out,France,Île-aux-Moines,Bretagne,français,Sel,,,,"60",tx,[51-100]
"1789=12=14","1789>12>14","00339142","0004371N",Saint Pierre,"Cadou, Jean",Saint-Gilles-sur-Vie,1789-12-14,Bayonne,Guyenne,,France,Bayonne,Sables-d’Olonne,Guyenne,Poitou,Out,France,île d'Yeu,Poitou,français,Sel,,,,"40",tx,[21-50]
"1789=03=12","1789>03>12","00336923",,Deux frères,"Jouaud, Joseph",Marans,1789-03-12,Beauvoir-sur-Mer,Poitou,,France,Sables-d’Olonne,La Rochelle,Poitou,Aunis,Out,France,Méan,Bretagne,français,Orge,,,,"28",tx,[21-50]
"1789=04=21","1789>04>21","00332790",,Jean Marie,"Bernard, Louis",Moricq,1789-04-21,Beauvoir-sur-Mer,Poitou,,France,Sables-d’Olonne,Sables-d’Olonne,Poitou,Poitou,Out,France,île d'Yeu,Poitou,français,Seigle,,,,"6",tx,[1-20]
"1789=06=13","1789>06>13","00333873",,Epervier,"Collinet, Gabriel",Saint-Gilles-sur-Vie,1789-06-13,Beauvoir-sur-Mer,Poitou,,France,Sables-d’Olonne,Sables-d’Olonne,Poitou,Poitou,Out,France,Saint-Gilles-sur-Vie,Poitou,français,Froment,,,,"22",tx,[21-50]
"1789=01=17","1789>01>17","00340000",,Nouvelle Union,"Jéoliér, Sébastien",Marennes,1789-01-17,Belle-Île-en-Mer,Bretagne,,France,Vannes,Marennes,Bretagne,Saintonge,Out,France,Belle-Île-en-Mer,Bretagne,français,Vin,,,,"36",tx,[21-50]
"1789=01=17","1789>01>17","00340002",,Saint Antoine,"Perron, François",Saint-Denis d'Oléron,1789-01-17,Belle-Île-en-Mer,Bretagne,,France,Vannes,Marennes,Bretagne,Saintonge,Out,France,Belle-Île-en-Mer,Bretagne,français,Vin,,,,"28",tx,[21-50]
"1789=02=21","1789>02>21","00340001",,Nouvelle Union,"Jeolier, Sébastien",Marennes,1789-02-21,Belle-Île-en-Mer,Bretagne,,France,Vannes,Marennes,Bretagne,Saintonge,Out,France,Belle-Île-en-Mer,Bretagne,français,Vin,,,,"34",tx,[21-50]
"1789=03=21","1789>03>21","00336640",,Marie Thérèse,"Lanco, Etienne",Saint-Denis d'Oléron,1789-03-21,Belle-Île-en-Mer,Bretagne,,France,Vannes,Marennes,Bretagne,Saintonge,Out,France,Belle-Île-en-Mer,Bretagne,français,Lest,,,,"15",tx,[1-20]
"1789=04=25","1789>04>25","00339062",,Auguste,"Lanco, Etienne",Marennes,1789-04-25,Belle-Île-en-Mer,Bretagne,,France,Vannes,Marennes,Bretagne,Saintonge,Out,France,Belle-Île-en-Mer,Bretagne,français,Sel,,,,"30",tx,[21-50]
"1789=05=23","1789>05>23","00339994",,Nouvelle Union,"Jeolier, Sebastien",Marennes,1789-05-23,Belle-Île-en-Mer,Bretagne,,France,Vannes,Marennes,Bretagne,Saintonge,Out,France,Belle-Île-en-Mer,Bretagne,français,Vin,,,,"34",tx,[21-50]
"1789=06=30","1789>06>30","00342041",,Saint Vincent,"Le Port, Francois",La Rochelle,1789-06-30,Belle-Île-en-Mer,Bretagne,,France,Vannes,La Rochelle,Bretagne,Aunis,Out,France,Quiberon,Bretagne,français,,,,,"27",tx,[21-50]
"1789=07=17","1789>07>17","00340003",,Saint Antoine,"Perron, François",Saint-Denis d'Oléron,1789-07-17,Belle-Île-en-Mer,Bretagne,,France,Vannes,Marennes,Bretagne,Saintonge,Out,France,Belle-Île-en-Mer,Bretagne,français,Vin,,,,"28",tx,[21-50]
"1789=07=24","1789>07>24","00339995",,La Marie Theréze,"Lanco, Etienne",Marennes,1789-07-24,Belle-Île-en-Mer,Bretagne,,France,Vannes,Marennes,Bretagne,Saintonge,Out,France,Belle-Île-en-Mer,Bretagne,français,Vin,,,,"15",tx,[1-20]
"1789=08=01","1789>08>01","00340004",,Augustin,"Lanco, Etienne",Saint-Martin-de-Ré,1789-08-01,Belle-Île-en-Mer,Bretagne,,France,Vannes,La Rochelle,Bretagne,Aunis,Out,France,Belle-Île-en-Mer,Bretagne,français,Vin,,,,"30",tx,[21-50]
"1789=08=01","1789>08>01","00336641",,Sainte Anne,"Guelle, Jean",Saint-Martin-de-Ré,1789-08-01,Belle-Île-en-Mer,Bretagne,,France,Vannes,La Rochelle,Bretagne,Aunis,Out,France,Belle-Île-en-Mer,Bretagne,français,Lest,,,,"6",tx,[1-20]
"1789=08=12","1789>08>12","00339996",,La Nouvelle Union,"Jéoliér, Sebastien",Marennes,1789-08-12,Belle-Île-en-Mer,Bretagne,,France,Vannes,Marennes,Bretagne,Saintonge,Out,France,Belle-Île-en-Mer,Bretagne,français,Vin,,,,"34",tx,[21-50]
"1789=08=22","1789>08>22","00336642",,Sainte Anne,"Guelle, Jean",Saint-Martin-de-Ré,1789-08-22,Belle-Île-en-Mer,Bretagne,,France,Vannes,La Rochelle,Bretagne,Aunis,Out,France,Belle-Île-en-Mer,Bretagne,français,Lest,,,,"4",tx,[1-20]
"1789=08=24","1789>08>24","00339997",,Marie Claire,"Bodey, Etienne",Marennes,1789-08-24,Belle-Île-en-Mer,Bretagne,,France,Vannes,Marennes,Bretagne,Saintonge,Out,France,Belle-Île-en-Mer,Bretagne,français,Vin,,,,"18",tx,[1-20]
"1789=08=26","1789>08>26","00339998",,Auguste,"Lanco, Etienne",Marennes,1789-08-26,Belle-Île-en-Mer,Bretagne,,France,Vannes,Marennes,Bretagne,Saintonge,Out,France,Belle-Île-en-Mer,Bretagne,français,Vin,,,,"15",tx,[1-20]
"1789=09=21","1789>09>21","00340006",,Augustin,"Lanco, Etienne",La Perrotine,1789-09-21,Belle-Île-en-Mer,Bretagne,,France,Vannes,Marennes,Bretagne,Saintonge,Out,France,Belle-Île-en-Mer,Bretagne,français,Vin,,,,"30",tx,[21-50]
"1789=09=26","1789>09>26","00339999",,Nouvelle Union,"Jeolier, Sebastien",Marennes,1789-09-26,Belle-Île-en-Mer,Bretagne,,France,Vannes,Marennes,Bretagne,Saintonge,Out,France,Belle-Île-en-Mer,Bretagne,français,Vin,,,,"34",tx,[21-50]
"1789=10=16","1789>10>16","00340008",,Marie Taraire,"Lanco, Etienne",La Perrotine,1789-10-16,Belle-Île-en-Mer,Bretagne,,France,Vannes,Marennes,Bretagne,Saintonge,Out,France,Belle-Île-en-Mer,Bretagne,français,Vin,,,,"15",tx,[1-20]
"1789=10=19","1789>10>19","00340007",,Marie Thereze,"Lanco, Etienne",La Flotte-en-Ré,1789-10-19,Belle-Île-en-Mer,Bretagne,,France,Vannes,La Rochelle,Bretagne,Aunis,In-Out,France,Belle-Île-en-Mer,Bretagne,français,Vin,Vin,Vin,Vin,"15",tx,[1-20]
"1789=10=31","1789>10>31","00340009",,Auguste,"Lanco, Auguste",La Perrotine,1789-10-31,Belle-Île-en-Mer,Bretagne,,France,Vannes,Marennes,Bretagne,Saintonge,Out,France,Belle-Île-en-Mer,Bretagne,français,Vin,,,,"30",tx,[21-50]
"1789=11=12","1789>11>12","00336643",,Auguste,"Lanco, Etienne",Saint-Martin-de-Ré,1789-11-12,Belle-Île-en-Mer,Bretagne,,France,Vannes,La Rochelle,Bretagne,Aunis,Out,France,Belle-Île-en-Mer,Bretagne,français,Lest,,,,"30",tx,[21-50]
"1789=01=26","1789>01>26","00339046",,Ebenetzer,"Moller, Jean",Saint-Martin-de-Ré,1789-01-26,Bergue ,,Norvège,Danemark,,La Rochelle,,Aunis,Out,Danemark,Bergue ,,danois,Sel,,,,"60",tx,[51-100]
"1789=01=28","1789>01>28","00339047",,Plougon,"Gurdum, A. C.",Saint-Martin-de-Ré,1789-01-28,Bergue ,,Norvège,Danemark,,La Rochelle,,Aunis,Out,Danemark,Bergue ,,danois,Sel,,,,"35",tx,[21-50]
